gene	UNIPROT
LOC101850402	Q8WYQ3
LOC101851108	P51688
LOC101851332	Q6ZS17
LOC101853605	Q9Y4D8
LOC101862102	O95613
LOC101862102	O95613
LOC101854238	Q9C040
LOC101854238	Q9C040
LOC101854238	Q9C040
LOC101854238	Q9C040
LOC101854479	P57775
LOC101862783	Q9H173
LOC101854699	Q9Y3E7
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101863004	O15230
LOC101855082	P05091
LOC101855082	P05091
LOC101855082	P05091
LOC101856083	Q96MD7
LOC101856560	Q8WX93
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101856787	Q8NDA2
LOC101863494	Q01433
LOC101863727	Q96A19
LOC101857234	P07741
LOC101857008	Q70HW3
LOC101858166	Q16678
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858609	Q05481
LOC101858842	P00918
LOC101859465	Q9UP95
LOC101859465	Q9UP95
LOC101845154	Q9Y2C9
LOC106011124	O15455
LOC101859689	P05177
LOC101859914	O00142
LOC101860150	P18031
LOC101860391	P10646
LOC101860391	P10646
LOC101860391	P10646
LOC101860391	P10646
LOC101860391	P10646
LOC101845610	Q11128
LOC101845835	P36544
LOC101860959	Q6UXT9
LOC101861496	Q8N7M0
LOC101861719	Q86YJ7
LOC101858392	Q15031
LOC101846272	Q99747
LOC101846489	Q8WV93
LOC100533208	Q9P0L0
LOC100533208	Q9P0L0
LOC101846722	Q9H5L6
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101846722	Q96NL8
LOC101848500	Q8TBB5
LOC101848500	Q8TBB5
LOC101848500	Q8TBB5
LOC101848730	Q9C0B9
LOC101848730	Q9C0B9
LOC101848950	Q9ULX3
LOC101849188	Q96QK1
LOC101849440	P13073
LOC101849440	P13073
LOC101849440	P13073
LOC101849993	Q9Y345
LOC101850235	Q9NRH2
LOC101850235	Q9NRH2
LOC101850235	Q9NRH2
LOC101850235	Q9NRH2
LOC101850941	O75444
LOC101851178	Q8IXZ2
LOC101851713	Q15393
LOC101851713	Q15393
LOC101851928	P49773
LOC101852158	Q96S44
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853068	Q6IV72
LOC101853446	P47985
LOC101854239	Q8WYA6
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101853684	Q86VM9
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854480	Q86YE8
LOC101854853	Q9P2X3
LOC101855238	P06865
LOC101858610	Q9HAY6
LOC101855471	Q9HAY6
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC101859083	Q14315
LOC118477304	Q14315
LOC101859313	Q9Y6R7
LOC101856164	Q9UGH3
LOC101857173	Q5UAW9
LOC101859770	P26368
LOC101859770	P26368
LOC101857550	Q6NUJ1
LOC101857934	O75449
LOC101858167	P83881
LOC101860005	Q99943
LOC101851020	Q6UVY6
LOC101860240	A6NHM9
LOC106011128	A6NHM9
LOC106011129	Q6UVY6
LOC106011129	Q6UVY6
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101851479	Q14766
LOC101852159	A6NHM9
LOC101852391	P81133
LOC101860876	Q92752
LOC101861343	Q9HCS2
LOC101852833	Q7RTX9
LOC101852833	Q7RTX9
LOC101853069	Q9H6R7
LOC101861562	Q502W6
LOC101861562	Q502W6
LOC101861792	Q8N0X4
LOC101861792	Q8N0X4
LOC101862170	Q9NVP1
LOC101853298	Q9H936
LOC101853532	P43005
LOC101862400	Q5SZD4
LOC101854005	Q5SZD4
LOC101862567	Q13630
LOC101862567	Q13630
LOC101863245	O00411
LOC101854240	Q86WC4
LOC101854481	O95395
LOC101854933	Q86UB9
LOC101863728	Q6XD76
LOC101863728	Q6XD76
LOC101864128	Q9NWC5
LOC101864128	Q9NWC5
LOC101864513	P48553
LOC101844985	Q9P0R6
LOC101845226	P49406
LOC101845451	Q86W54
LOC101845675	P20839
LOC101845675	P20839
LOC101845675	P20839
LOC101847640	Q16656
LOC101847640	Q16656
LOC101847640	Q16656
LOC101847640	Q16656
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101846490	Q9BYB4
LOC101848182	O60828
LOC101848420	P69892
LOC101848807	Q9H900
LOC101849038	Q86TL2
LOC101849675	Q9HAU5
LOC101849675	Q9HAU5
LOC101849675	Q9HAU5
LOC101849675	Q9HAU5
LOC101849675	Q9HAU5
LOC101849441	Q9H981
LOC101850066	Q9BRT6
LOC101850312	Q8WXK3
LOC101850312	Q8WXK3
LOC101850312	Q8WXK3
LOC101848026	Q9H993
LOC106011137	Q9GZQ4
LOC101856246	O43766
LOC101856497	Q9BYV6
LOC101856874	Q9Y2Z0
LOC101856874	Q9Y2Z0
LOC101856874	Q9Y2Z0
LOC101857392	P55854
LOC101857776	Q05BQ5
LOC101858010	O75554
LOC101858010	O75554
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858252	Q04656
LOC101858925	Q5T655
LOC101859159	O95671
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101859390	Q0P651
LOC101860241	Q9HC56
LOC101860241	Q9HC56
LOC101860960	Q17RP2
LOC101860960	Q17RP2
LOC101860960	Q17RP2
LOC101860960	Q17RP2
LOC101860960	Q17RP2
LOC101860960	Q17RP2
LOC101848731	Q9BRZ2
LOC101861563	Q3MIT2
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101848951	Q6V0I7
LOC101862015	Q9Y5J7
LOC101849189	Q8NDG6
LOC101862249	Q9H6K4
LOC101862482	Q8NA03
LOC101862710	O15091
LOC101862710	O15091
LOC101862928	Q3ZCT8
LOC101849442	Q6YHU6
LOC101849442	Q6YHU6
LOC101863416	Q96NE9
LOC101849676	P10635
LOC101849911	Q8NF91
LOC101849911	Q8NF91
LOC101849911	Q8NF91
LOC101849911	Q8NF91
LOC101849911	Q8NF91
LOC101849911	Q8NF91
LOC101849911	Q8NF91
LOC106011142	Q8NF91
LOC106011142	Q8NF91
LOC106011142	Q8NF91
LOC106011142	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC118477316	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864208	Q8NF91
LOC101864598	Q15814
LOC118477315	Q6VMQ6
LOC118477315	Q6VMQ6
LOC118477315	Q6VMQ6
LOC118477315	Q6VMQ6
LOC118477315	Q6VMQ6
LOC101845452	P62987
LOC101845452	P62987
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101845676	Q6VMQ6
LOC101846412	Q9NZJ0
LOC101845906	P50991
LOC101846950	Q13330
LOC101846950	Q13330
LOC101846950	Q13330
LOC101850403	O43603
LOC101850635	Q9H040
LOC101850873	Q9H1A4
LOC106011146	Q16520
LOC101859690	Q14995
LOC101859690	Q14995
LOC101852008	Q8NFP4
LOC101852229	Q02318
LOC101852458	Q8WV60
LOC101852674	P22033
LOC101852907	Q6SZW1
LOC101853372	O60449
LOC101853606	Q03431
LOC101853606	Q03431
LOC101854006	Q96A57
LOC101854006	Q96A57
LOC101854006	Q96A57
LOC101854006	Q96A57
LOC101854554	Q14147
LOC101854554	Q14147
LOC101860392	Q9P0K9
LOC101860635	O43603
LOC101855084	O76093
LOC101855472	Q7KZN9
LOC101855707	Q9NTM9
LOC101855707	Q9NTM9
LOC101855707	Q9NTM9
LOC101856247	Q96CA5
LOC101856498	O00748
LOC106011156	P30711
LOC101856954	Q9BVV8
LOC101857174	Q9NXU5
LOC101861344	O76050
Rap	P61224
Rap	P61224
Rap	P61224
LOC101857551	Q9HBG6
LOC101857777	Q96B70
LOC101857777	Q96B70
LOC101857777	Q96B70
LOC101858995	O75594
LOC101859225	Q8IWR1
LOC101859466	O76094
LOC101861793	P35711
LOC101847709	Q69YN2
LOC101847941	Q9H8W4
LOC101862016	Q9BZZ5
LOC101862335	Q12955
LOC101862335	Q12955
LOC101862335	Q12955
LOC101862335	Q12955
LOC101862335	Q12955
LOC101862335	Q12955
LOC101862568	Q9NVK5
LOC101862929	Q6ICG6
LOC101862929	Q6ICG6
LOC101863168	O75096
LOC101863801	Q9BYV1
LOC101864289	A1XBS5
LOC101864289	A1XBS5
LOC101845155	Q9NZ56
LOC106011159	Q9UBS5
LOC101848873	O75899
LOC101849355	Q5TDP6
LOC101845677	P28336
LOC101849826	Q9GZQ6
LOC101845907	Q9NZV1
LOC101845907	Q9NZV1
LOC101846336	Q9NZV1
LOC101846336	Q9NZV1
LOC101850313	P61204
LOC106011162	Q70CQ3
AplD	O60503
LOC101846564	Q96NC0
LOC101847317	Q9P2B7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC106011160	Q6V0I7
LOC101850784	Q92626
LOC101850784	Q92626
LOC100533257	P39019
LOC101860006	P10323
LOC101851480	P18859
LOC101851480	P18859
LOC101851250	P10635
LOC101860242	P51589
LOC101860484	O75382
LOC106011171	P21802
LOC101852459	P50226
LOC101860961	Q96SL1
LOC101861192	Q9HBU1
LOC101861427	Q8TED4
LOC101852675	P19174
LOC101852675	P19174
LOC101852675	P19174
LOC101853447	Q8TEL6
LOC101853447	Q8TEL6
LOC101854241	Q9H336
LOC101854241	Q9H336
LOC101854482	P47224
LOC101855085	Q8NCQ5
LOC101855325	Q96BZ9
LOC101855325	Q96BZ9
LOC101861877	Q9UDX4
LOC101855932	Q9NQW6
LOC101855932	Q9NQW6
LOC101855932	Q9NQW6
LOC101856499	Q6ZMY6
LOC101856721	O60337
LOC101856955	Q02127
LOC101856955	Q02127
LOC101857175	Q92499
LOC101862336	Q9Y345
LOC101862569	O14904
LOC101862784	O75382
LOC101857627	P0CG40
LOC101858011	Q86XK2
LOC101858253	Q9BUY7
LOC101858475	Q9HAW4
LOC101858475	Q9HAW4
LOC101863005	A0A1W2PN81
LOC101863495	Q15825
LOC118477324	P43681
LOC101863729	Q92847
LOC101863965	P30532
LOC101864209	Q07001
LOC101864444	Q15699
LOC101858697	Q8NI22
LOC101858697	Q8NI22
LOC101858697	Q8NI22
LOC101858697	Q8NI22
LOC101845390	O43167
LOC101845390	O43167
LOC101845390	O43167
LOC101845390	O43167
LOC101845390	O43167
LOC101845390	O43167
LOC101845989	Q8WVM8
LOC101846198	Q9H2S9
LOC101846198	Q9H2S9
LOC101857395	P37231
LOC101847024	Q16629
LOC101847024	Q16629
LOC101857628	Q9BXB1
LOC101857628	Q9BXB1
LOC101847412	Q9HBX8
LOC101847412	Q9HBX8
LOC101847412	Q9HBX8
LOC101847412	Q9HBX8
LOC118477332	P16473
LOC101847804	O95922
LOC101847804	O95922
LOC101858331	Q9ULL5
LOC101858331	Q9ULL5
LOC101848338	Q13136
LOC101848732	Q9NP73
LOC101848952	Q9NPH2
LOC101848952	Q9NPH2
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849356	Q8WXG6
LOC101849912	Q9H0A0
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101850151	Q8N999
LOC101851021	Q9BRP7
LOC101851021	Q9BRP7
LOC101851021	Q9BRP7
LOC101851021	Q9BRP7
LOC101851021	Q9BRP7
LOC101851021	Q9BRP7
LOC101851565	P27701
LOC101851565	P27701
LOC101851930	Q9Y576
LOC101851930	Q9Y576
LOC101852308	Q9ULL5
LOC101852537	Q9BXF3
LOC101852537	Q9BXF3
LOC101853533	Q2M1V0
LOC106011172	Q9GZV8
LOC101859226	Q9GZV8
LOC118477330	P98073
LOC101859467	Q6UXC1
LOC101859467	Q6UXC1
LOC101859467	Q6UXC1
LOC118477331	Q5VYJ5
LOC118477331	Q5VYJ5
LOC118477331	Q5VYJ5
LOC118477331	Q5VYJ5
LOC100533536	P42858
LOC100533536	P42858
LOC101859916	P20815
LOC101860152	P20815
LOC101854397	P62312
LOC101854627	Q8WXU2
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855086	O15018
LOC101855326	O15018
LOC101855326	O15018
LOC101855326	O15018
LOC101855326	O15018
LOC101855326	Q68DX3
LOC101855775	Q9H4A6
LOC101856008	Q6P656
LOC101856248	Q49AA0
LOC101856248	Q49AA0
LOC101856248	Q49AA0
LOC101856248	Q49AA0
LOC101856248	Q49AA0
LOC101856248	Q49AA0
LOC101857176	Q5VV17
LOC101860636	Q8IZT8
LOC101861106	P48431
LOC101861106	P48431
LOC101861106	P48431
LOC101861106	P48431
LOC101861106	P48431
LOC101861106	P48431
LOC101861106	P48431
LOC101861106	P48431
LOC106011176	Q8IUM7
LOC118477335	Q9Y2Z2
LOC101862401	P35475
LOC101862401	P35475
LOC101862401	P35475
LOC101853147	Q9HBH9
LOC101862785	O94818
LOC101863006	Q9BTZ2
LOC101853373	O75897
LOC101863246	Q9BTZ2
LOC101863246	Q9BTZ2
LOC118477336	P49888
LOC101863653	P08684
LOC101864370	Q9UHJ6
LOC101864370	Q9UHJ6
LOC101863882	Q07021
LOC101846199	Q96C12
LOC101846199	Q96C12
LOC101846199	Q96C12
LOC101845453	Q7L4I2
LOC101845453	Q7L4I2
LOC101853607	Q92752
LOC106011178	P22105
LOC101854071	M0QZD8
LOC101854313	Q92752
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	Q09428
LOC101847179	Q09428
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	P33527
LOC101847179	P33527
LOC101847413	P63272
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC101847805	O75140
LOC106011175	Q6ICI0
LOC101854555	Q92560
LOC101848502	Q6NXP0
LOC101848502	Q6NXP0
LOC101848733	Q86VQ6
LOC101848733	Q86VQ6
LOC101848733	Q86VQ6
LOC101849677	Q9H6V9
LOC101849677	Q9H6V9
LOC101849677	Q9H6V9
LOC101850068	Q8NCL8
LOC101850314	Q5BN46
LOC101850544	Q9Y2V7
LOC101850785	Q9HC24
LRRTK	P11362
LOC101851022	Q86YS6
LOC101851251	P21266
LOC101851481	Q9Y580
LOC101851715	P22314
LOC101851715	P22314
LOC101851715	P22314
LOC101855239	Q16720
LOC101856009	O43166
LOC101856009	O43166
LOC101856561	Q96EK5
LOC101856789	Q8TCX1
LOC101857009	Q13286
LOC101857009	Q13286
LOC101857396	Q9BWU0
LOC101857396	Q9BWU0
LOC101857629	Q8IY82
LOC101857864	P36544
LOC101858254	P36544
LOC101858254	P36544
LOC101858611	Q8N9M1
LOC101858844	P57105
LOC101846200	Q13572
LOC101860081	P36954
LOC101860485	Q9P2E9
LOC101860485	Q9P2E9
LOC101860485	Q9P2E9
LOC101860485	Q9P2E9
LOC101860485	Q9P2E9
LOC101860485	Q9P2E9
LOC101861345	Q9UHY7
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
KLC2	Q07866
LOC101861564	P55010
LOC101861564	P55010
LOC118477347	Q9UKU0
LOC106011181	Q6P1M0
LOC101862483	P30988
LOC118477348	O43603
LOC106011185	Q9UPZ6
LOC101847564	Q05655
LOC101847806	P51957
LOC101845075	Q9Y2H6
LOC101845075	Q9Y2H6
LOC101845075	Q9Y2H6
LOC101845305	Q8WUW1
LOC101845305	Q8WUW1
LOC101845991	O95777
LOC101848503	Q00536
LOC101859227	Q9P2Q2
LOC101849444	Q63HM9
LOC101849444	Q63HM9
LOC101849444	Q63HM9
LOC101849444	Q63HM9
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101849678	Q8NB50
LOC101850069	Q96I25
LOC101859468	Q14BN4
LOC101859468	Q14BN4
LOC101850466	Q49A92
LOC101850703	Q9NQL2
LOC101851110	Q9UM22
LOC101859917	Q13003
LOC101860153	O14815
LOC101851482	O14815
LOC101851855	Q9NZV1
LOC101852309	Q15661
LOC101852309	Q15661
LOC101861107	Q9ULT8
LOC101853685	Q7Z4W1
LOC101853685	Q7Z4W1
LOC101853685	Q7Z4W1
LOC101861346	Q7Z4W1
LOC101854702	Q9NS69
LOC101854702	Q9NS69
LOC101854702	Q9NS69
LOC101861565	O15457
LOC101855087	P19338
LOC101855327	Q92747
LOC101855327	Q92747
LOC101856010	Q9BT09
LOC101861794	Q9BW27
LOC101862017	Q3ZCU0
LOC101856249	Q8NE00
LOC101856249	Q8NE00
LOC101856249	Q8NE00
LOC101857177	Q8NDV7
LOC101857177	Q8NDV7
LOC101857177	Q9HCJ0
LOC101857177	Q8NDV7
LOC101858012	Q96EK9
LOC101858012	Q96EK9
LOC101858012	Q96EK9
LOC101858012	Q96EK9
LOC101858012	Q96EK9
LOC101858012	Q96EK9
LOC100533349	Q96F07
LOC101858255	P57088
LOC101858612	Q16281
LOC101858612	Q16281
LOC101858612	Q16281
LOC101858612	Q16281
LOC101858612	Q16281
LOC100533396	P48058
LOC100533312	P42262
LOC101849827	Q92953
LOC101863090	Q5VV42
LOC101850070	P51911
LOC101850545	Q7Z449
LOC101851023	O75343
LOC101851252	P0DPH8
LOC101851252	P0DPH8
LOC101863331	Q02447
LOC101863730	P60604
LOC101851483	O75366
LOC101851483	O75366
LOC118477354	P51522
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101851716	Q9HCI5
LOC101846120	Q3LIE5
LOC101845611	Q3LIE5
LOC101845611	Q3LIE5
LOC101845611	Q3LIE5
LOC101846273	Q9H8H0
LOC101846273	Q9H8H0
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC101846634	Q9NYQ8
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC118477143	Q9H251
LOC101852160	P28223
LOC101852160	P28223
LOC101846800	Q7RTX9
LOC101846800	Q7RTX9
LOC101848184	Q8NBM4
LOC101848184	Q8NBM4
LOC101848575	Q15042
LOC101848808	P56705
LOC101848808	P56705
LOC106011199	Q9BQE4
LOC101852607	Q15596
LOC101849596	P32004
LOC101849596	P32004
LOC106011201	P63132
LOC101852834	O94913
LOC101852834	O94913
LOC101853449	Q9UK45
LOC106011208	Q01469
LOC101859085	O43704
LOC101853918	Q92979
LOC101854153	Q99613
LOC101854153	Q99613
LOC101859772	Q6IN84
LOC101859772	Q6IN84
LOC101859772	Q6IN84
LOC101859772	Q6IN84
LOC101854557	O95249
LOC101854557	O95249
LOC101854935	Q7Z7K6
LOC101855174	Q8N3T6
LOC101855409	P14174
LOC101855776	Q9BW91
LOC101855776	Q9BW91
LOC101855776	Q9BW91
LOC101856327	Q07955
LOC101856327	Q07955
LOC101856790	Q8N4W9
LOC101856790	Q8N4W9
LOC101856790	Q8N4W9
LOC101856790	Q8N4W9
LOC101857010	Q5HYK3
LOC101860007	Q6AI08
LOC101860007	Q6AI08
LOC106011215	Q9UBR2
LOC101860243	P36544
LOC101857235	A6NEN9
LOC101857397	Q9UKZ9
LOC101857397	Q9UKZ9
LOC101857397	Q9UKZ9
LOC101857397	Q9UKZ9
LOC101860727	P43166
LOC101860727	P43166
LOC101857935	A6NK53
LOC101857935	A6NK53
LOC101857935	A6NK53
LOC101857935	A6NK53
LOC101857935	A6NK53
LOC101861648	O75095
LOC101861648	O75095
LOC101861648	O75095
LOC101861648	O75095
LOC101861878	P24821
LOC101861878	P24821
LOC101861878	P24821
LOC101862337	Q9UQ03
LOC106011216	O75095
LOC118477357	O75596
LOC101862786	O75596
